,name,establishment,url,address,city,locality,zipcode,locality_verbose,cuisines,timings,average_cost_for_two,price_range,highlights,aggregate_rating,rating_text,votes
2560,Frankie Corner,['Quick Bites'],https://www.zomato.com/ahmedabad/frankie-corner-jamalpur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Jamalpur Darvaja, Near Jamalpur Pagathiya, Jamalpur, Ahmedabad",Ahmedabad,Jamalpur,,"Jamalpur, Ahmedabad",Fast Food,3 PM to 11 PM,200,1,"['Delivery', 'Dinner', 'Takeaway Available', 'Cash', 'Indoor Seating', 'Digital Payments Accepted']",3.5,Good,24
2561,Rolls Mania,['Quick Bites'],https://www.zomato.com/ahmedabad/rolls-mania-chandkheda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 8, Ground Floor, Devpreet Complex, Visat-Gandhinagar Highway, Motera, Chandkheda, Ahmedabad",Ahmedabad,Chandkheda,,"Chandkheda, Ahmedabad","Rolls, Fast Food",12noon – 10:30pm (Mon-Sun),450,2,"['Cash', 'Lunch', 'Delivery', 'No Alcohol Available', 'Takeaway Available', 'Credit Card', 'Dinner', 'Indoor Seating', 'Pure Veg', 'Table booking recommended', 'Outdoor Seating']",3.8,Good,183
2562,Food Cart,[],https://www.zomato.com/ahmedabad/food-cart-chandkheda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Visat-Gandhinagar Junction, Ahmedabad-Mehsana Highway, Sabarmati, Ahmedabad.",Ahmedabad,Chandkheda,380005,"Chandkheda, Ahmedabad","Chinese, Fast Food","6 PM to 11:30 PM (Mon-Fri),6 PM to 12 Midnight (Sat-Sun)",300,1,"['Takeaway Available', 'Dinner', 'Cash', 'Delivery', 'Outdoor Seating', 'Digital Payments Accepted', 'Wheelchair Accessible', 'Pure Veg']",3.7,Good,296
2563,Mukla Masti Corner,['Quick Bites'],https://www.zomato.com/ahmedabad/mukla-masti-corner-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1, Aarasur Complex, Opposite Tulsi Restaurant, Beside Passport Office, University Road, Navrangpura",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad",Street Food,7 AM to 11 PM,300,1,"['Lunch', 'Delivery', 'Breakfast', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Free Parking', 'Air Conditioned', 'Pure Veg', 'Outdoor Seating', 'Digital Payments Accepted']",3.6,Good,100
2564,Loft,['Café'],https://www.zomato.com/ahmedabad/loft-1-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop G-1, Ground Floor, Eventi, C G Road, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad",Cafe,11 AM to 11 PM,700,2,"['Lunch', 'Cash', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Indoor Seating', 'Air Conditioned']",4.0,Very Good,117
2565,Cuppuccino,['Café'],https://www.zomato.com/ahmedabad/cuppuccino-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"4, Arista Bussiness Space, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad","Cafe, Fast Food","11am – 12midnight (Mon-Fri),11am – 1am (Sat-Sun)",900,3,"['Dinner', 'Cash', 'Delivery', 'Credit Card', 'Lunch', 'Takeaway Available', 'Debit Card', 'Free Parking', 'Outdoor Seating', 'Indoor Seating', 'Pure Veg', 'Table booking recommended', 'Live Sports Screening', 'Live Music', 'Air Conditioned', 'Wifi', 'Serves Jain Food']",3.9,Good,78
2566,Theka,['Café'],https://www.zomato.com/ahmedabad/theka-1-c-g-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"GF-1, Sachet 2, Near National Handloom, Opposite GLS College Gate 5, C G Road, Ahmedabad",Ahmedabad,C G Road,,"C G Road, Ahmedabad",Cafe,9 AM to 1 AM,300,1,"['Delivery', 'Breakfast', 'Dinner', 'Debit Card', 'Takeaway Available', 'Lunch', 'Cash', 'Credit Card', 'Free Wifi', 'Air Conditioned', 'Pure Veg', 'Indoor Seating', 'Digital Payments Accepted']",3.7,Good,56
2567,The Chocolate Room,['Café'],https://www.zomato.com/ahmedabad/the-chocolate-room-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 6, Camps Corner 2, Opposite Prahlad Nagar Garden, Prahlad Nagar, Ahmedabad",Ahmedabad,"Camps Corner 2, Prahlad Nagar",0,"Camps Corner 2, Prahlad Nagar, Ahmedabad","Cafe, Desserts","10am – 11pm (Mon-Sat),11am – 11:30pm (Sun)",600,2,"['Cash', 'Takeaway Available', 'Debit Card', 'Delivery', 'Credit Card', 'Free Parking', 'Digital Payments Accepted', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes']",3.8,Good,506
2568,Gamysticafe,['Café'],https://www.zomato.com/ahmedabad/gamysticafe-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"First Floor 5, Aeon Complex, Opposite Navkar institute, Vijay Cross Roads, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,380009,"Navrangpura, Ahmedabad","Cafe, Italian, North Indian, Fast Food",11:30am – 11:30pm (Mon-Sun),700,2,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Gaming Area', 'Indoor Seating', 'Digital Payments Accepted', 'Serves Jain Food', 'Live Sports Screening', 'Free Wifi', 'Air Conditioned', 'Pure Veg']",4.3,Very Good,520
2569,Instaa Fresh,['Café'],https://www.zomato.com/ahmedabad/instaa-fresh-thaltej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Harmony Icon, 100 Feet Hebatpur Road, Thaltej, Ahmedabad",Ahmedabad,Thaltej,380059,"Thaltej, Ahmedabad","Cafe, Healthy Food, Italian",8am – 2am (Mon-Sun),900,3,"['Takeaway Available', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Lunch', 'Delivery', 'Indoor Seating', 'Pure Veg', 'Air Conditioned']",4.2,Very Good,254
2570,The Cafe Baraco,['Café'],https://www.zomato.com/ahmedabad/the-cafe-baraco-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"34, Shribhuvan Complex, Near Memnagar Fire Station, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,380009,"Navrangpura, Ahmedabad","Cafe, Italian",Mon-Sun (11 AM to 11:59 PM),1000,3,"['Dinner', 'Cash', 'Breakfast', 'Lunch', 'Pure Veg', 'All Day Breakfast', 'Free Parking', 'Indoor Seating', 'Digital Payments Accepted', 'Wheelchair Accessible', 'Serves Jain Food', 'Live Music', 'Free Wifi', 'Air Conditioned', 'Smoking Area', 'Wifi']",4.2,Very Good,1706
2571,Cafe De Italiano,['Café'],https://www.zomato.com/ahmedabad/cafe-de-italiano-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Stellar, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,380054,"Bodakdev, Ahmedabad",Cafe,11am – 12midnight (Mon-Sun),950,3,"['Lunch', 'Cash', 'Delivery', 'Debit Card', 'Dinner', 'Takeaway Available', 'Credit Card', 'Live Sports Screening', 'Table booking recommended', 'Pure Veg', 'Indoor Seating', 'Air Conditioned', 'Wifi']",4.3,Very Good,866
2572,Tea Culture,['Café'],https://www.zomato.com/ahmedabad/tea-culture-mani-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"B/34, GF, Radhe Mall, Behind SBI Bank, Opposite Airtel Store, Near Khokhra Circle, Khokhra, Mani Nagar, Ahmedabad",Ahmedabad,Mani Nagar,380008,"Mani Nagar, Ahmedabad",Cafe,8 AM to 9:30 PM,400,2,"['Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Lunch', 'Delivery', 'Breakfast', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']",3.7,Good,28
2573,The Mad House Café,['Café'],https://www.zomato.com/ahmedabad/the-mad-house-café-gulbai-tekra?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Navkar Institute, Gulbai Tekra, Ahmedabad",Ahmedabad,Gulbai Tekra,,"Gulbai Tekra, Ahmedabad","Cafe, Fast Food",10AM to 10PM (Mon-Sun),800,3,"['Dinner', 'Cash', 'Delivery', 'Credit Card', 'Debit Card', 'Lunch', 'Takeaway Available', 'Breakfast', 'Outdoor Seating', 'Digital Payments Accepted', 'Smoking Area']",4.2,Very Good,440
2574,Iqbal Hotel,['Casual Dining'],https://www.zomato.com/ahmedabad/iqbal-hotel-jamalpur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Chhipawad, Near Panchpipli Post Office, Jamalpur, Ahmedabad",Ahmedabad,Jamalpur,380001,"Jamalpur, Ahmedabad","North Indian, Mughlai",10am – 11:30pm (Mon-Sun),600,2,"['Dinner', 'Cash', 'Delivery', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Digital Payments Accepted', 'Table booking recommended', 'Air Conditioned', 'Smoking Area']",3.9,Good,549
2575,Anwar E Hilal,['Casual Dining'],https://www.zomato.com/ahmedabad/anwar-e-hilal-jamalpur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"4178/1, Opposite Municipal Corporation, Nadiawad, Gollimda, Jamalpur, Ahmedabad",Ahmedabad,Jamalpur,380001,"Jamalpur, Ahmedabad",North Indian,5:30am – 11:30pm (Mon-Sun),600,2,"['Lunch', 'Delivery', 'Breakfast', 'No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Indoor Seating', 'Table booking not available']",3.6,Good,276
2576,Kurtosshhh,['Quick Bites'],https://www.zomato.com/ahmedabad/kurtosshhh-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 9, Ground Floor, Riviera Arcade, Near Union Bank, 100 Feet Road, Prahlad Nagar, Ahmedabad",Ahmedabad,Prahlad Nagar,380015,"Prahlad Nagar, Ahmedabad","Fast Food, Desserts",11:30am – 11:30pm (Mon-Sun),600,2,"['Lunch', 'Takeaway Available', 'Debit Card', 'Cash', 'Credit Card', 'Free Parking', 'Air Conditioned', 'Indoor Seating']",4.2,Very Good,21
2577,Karnavati Dabeli,['Quick Bites'],https://www.zomato.com/ahmedabad/karnavati-dabeli-naroda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"GF 10, Murtidham Park, Opposite Raspan Party, Near Kunj Mall, Nikol, Naroda, Ahmedabad",Ahmedabad,Naroda,,"Naroda, Ahmedabad","Street Food, Fast Food",11 AM to 11 PM,200,1,"['Takeaway Available', 'Cash', 'Outdoor Seating', 'Digital Payments Accepted', 'Pure Veg']",3.7,Good,30
2578,Shree Sikotar Restaurant,['Quick Bites'],https://www.zomato.com/ahmedabad/shree-sikotar-restaurant-1-vastral?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Beside Satva Icon Complex, Swyambhu Hospital Road, Vastral Circle, Vastral, Ahmedabad",Ahmedabad,Vastral,382418,"Vastral, Ahmedabad","Gujarati, North Indian, Chinese","11:30am – 3:30pm, 6:30pm – 11:30pm (Mon-Fri),11am – 3:30pm, 6:30pm – 12midnight (Sat-Sun)",300,1,"['Lunch', 'Cash', 'Takeaway Available', 'Dinner', 'Delivery', 'Free Parking', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']",3.6,Good,65
2579,Hotel Winsome,['Quick Bites'],https://www.zomato.com/ahmedabad/hotel-winsome-isanpur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"8/A, Calico Nagar, Sarkhej Road, Isanpur, Ahmedabad",Ahmedabad,Isanpur,,"Isanpur, Ahmedabad",North Indian,"11 AM to 4 PM, 7 PM to 11 PM",500,2,"['Delivery', 'Lunch', 'Takeaway Available', 'Dinner', 'Cash', 'Air Conditioned', 'Serves Jain Food', 'Indoor Seating', 'Pure Veg']",3.6,Good,82
2580,Urban Grill,['Quick Bites'],https://www.zomato.com/ahmedabad/urban-grill-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Stall D-6, Opposite Babul Party Plot, Sindhu Bhavan Marg, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad","Burger, Fast Food","7 AM to 3 AM (Mon), 1 PM to 3 AM (Tue-Sun)",550,2,"['Cash', 'Delivery', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Self Service']",3.8,Good,17
2581,Food On Wheels,[],https://www.zomato.com/ahmedabad/food-on-wheels-memnagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Aaditya Nath, C/O Jayant Park, Behind Vishram Nagar, Gurukul, Memnagar, Ahmedabad",Ahmedabad,Memnagar,,"Memnagar, Ahmedabad","North Indian, Fast Food",7 PM to 5 AM,300,1,"['Dinner', 'Delivery', 'Cash', 'Takeaway Available']",3.5,Good,93
2582,The Orchid,['Casual Dining'],https://www.zomato.com/ahmedabad/the-orchid-odhav?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Madhav Orchid Complex, Odhav, Ahmedabad",Ahmedabad,Odhav,,"Odhav, Ahmedabad","North Indian, Chinese, Continental",11 AM to 11 PM,700,2,"['Lunch', 'Cash', 'Takeaway Available', 'Dinner', 'Delivery', 'Outdoor Seating', 'Indoor Seating']",3.5,Good,48
2583,Havmor - The Eatery,['Quick Bites'],https://www.zomato.com/ahmedabad/havmor-the-eatery-2-bopal?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"22, Amrapali Complex, Amali Bopal Cross Road, Bopal, Ahmedabad",Ahmedabad,Bopal,,"Bopal, Ahmedabad","Fast Food, Street Food, Desserts, Ice Cream, Beverages",11 AM to 11 PM (Mon-Sun),600,2,"['Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Dinner', 'Delivery', 'Credit Card', 'Outdoor Seating', 'Serves Jain Food', 'Desserts and Bakes', 'Free Parking', 'Sodexo', 'Digital Payments Accepted', 'Pure Veg']",3.7,Good,178
2584,Rp's Pizzeria,['Quick Bites'],https://www.zomato.com/ahmedabad/rps-pizzeria-paldi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 6, Scarlett Business Hub, Oppodsite Ankur School, Near Mahalaxmi Cross Road, Paldi, Ahmedabad",Ahmedabad,Paldi,,"Paldi, Ahmedabad","Pizza, Italian",11 AM to 12 Midnight,550,2,"['Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Dinner', 'Delivery', 'Debit Card', 'Free Parking', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",3.9,Good,188
2585,Fullfills,['Casual Dining'],https://www.zomato.com/ahmedabad/fullfills-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"G2, Ground Floor, Yash Aqua, Vijay Char Rasta, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad","Continental, Fast Food",Mon-Sun (11 AM to 11 PM),600,2,"['Dinner', 'Delivery', 'Lunch', 'Cash', 'Debit Card', 'Indoor Seating', 'Kid Friendly', 'Brunch', 'Air Conditioned', 'Pure Veg']",4.3,Very Good,338
2586,Emerald,['Casual Dining'],https://www.zomato.com/ahmedabad/emerald-naroda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Sai Avenue, Near Galaxy, NH 8, Naroda, Ahmedabad",Ahmedabad,Naroda,0,"Naroda, Ahmedabad","Chinese, North Indian, Beverages","11 AM to 3 PM, 7 PM to 10:30 PM",800,3,"['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",3.8,Good,166
2587,Mouthful Crunch,['Quick Bites'],https://www.zomato.com/ahmedabad/mouthful-crunch-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite H.L Campus, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad",Fast Food,"11:30am – 12:30AM (Mon),11:30am – 11:30pm (Tue-Sun)",200,1,"['Dinner', 'Delivery', 'Cash', 'Takeaway Available', 'Free Parking', 'Digital Payments Accepted', 'Pure Veg', 'Outdoor Seating', 'Serves Jain Food']",4.0,Very Good,94
2588,Frankie Corner,['Quick Bites'],https://www.zomato.com/ahmedabad/frankie-corner-jamalpur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Jamalpur Darvaja, Near Jamalpur Pagathiya, Jamalpur, Ahmedabad",Ahmedabad,Jamalpur,,"Jamalpur, Ahmedabad",Fast Food,3 PM to 11 PM,200,1,"['Delivery', 'Dinner', 'Takeaway Available', 'Cash', 'Indoor Seating', 'Digital Payments Accepted']",3.5,Good,24
2589,Rolls Mania,['Quick Bites'],https://www.zomato.com/ahmedabad/rolls-mania-chandkheda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 8, Ground Floor, Devpreet Complex, Visat-Gandhinagar Highway, Motera, Chandkheda, Ahmedabad",Ahmedabad,Chandkheda,,"Chandkheda, Ahmedabad","Rolls, Fast Food",12noon – 10:30pm (Mon-Sun),450,2,"['Cash', 'Lunch', 'Delivery', 'No Alcohol Available', 'Takeaway Available', 'Credit Card', 'Dinner', 'Indoor Seating', 'Pure Veg', 'Table booking recommended', 'Outdoor Seating']",3.8,Good,183
2590,Food Cart,[],https://www.zomato.com/ahmedabad/food-cart-chandkheda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Visat-Gandhinagar Junction, Ahmedabad-Mehsana Highway, Sabarmati, Ahmedabad.",Ahmedabad,Chandkheda,380005,"Chandkheda, Ahmedabad","Chinese, Fast Food","6 PM to 11:30 PM (Mon-Fri),6 PM to 12 Midnight (Sat-Sun)",300,1,"['Takeaway Available', 'Dinner', 'Cash', 'Delivery', 'Outdoor Seating', 'Digital Payments Accepted', 'Wheelchair Accessible', 'Pure Veg']",3.7,Good,296
2591,Mukla Masti Corner,['Quick Bites'],https://www.zomato.com/ahmedabad/mukla-masti-corner-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1, Aarasur Complex, Opposite Tulsi Restaurant, Beside Passport Office, University Road, Navrangpura",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad",Street Food,7 AM to 11 PM,300,1,"['Lunch', 'Delivery', 'Breakfast', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Free Parking', 'Air Conditioned', 'Pure Veg', 'Outdoor Seating', 'Digital Payments Accepted']",3.6,Good,100
2592,Loft,['Café'],https://www.zomato.com/ahmedabad/loft-1-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop G-1, Ground Floor, Eventi, C G Road, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad",Cafe,11 AM to 11 PM,700,2,"['Lunch', 'Cash', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Indoor Seating', 'Air Conditioned']",4.0,Very Good,117
2593,Cuppuccino,['Café'],https://www.zomato.com/ahmedabad/cuppuccino-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"4, Arista Bussiness Space, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad","Cafe, Fast Food","11am – 12midnight (Mon-Fri),11am – 1am (Sat-Sun)",900,3,"['Dinner', 'Cash', 'Delivery', 'Credit Card', 'Lunch', 'Takeaway Available', 'Debit Card', 'Free Parking', 'Outdoor Seating', 'Indoor Seating', 'Pure Veg', 'Table booking recommended', 'Live Sports Screening', 'Live Music', 'Air Conditioned', 'Wifi', 'Serves Jain Food']",3.9,Good,78
2594,Theka,['Café'],https://www.zomato.com/ahmedabad/theka-1-c-g-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"GF-1, Sachet 2, Near National Handloom, Opposite GLS College Gate 5, C G Road, Ahmedabad",Ahmedabad,C G Road,,"C G Road, Ahmedabad",Cafe,9 AM to 1 AM,300,1,"['Delivery', 'Breakfast', 'Dinner', 'Debit Card', 'Takeaway Available', 'Lunch', 'Cash', 'Credit Card', 'Free Wifi', 'Air Conditioned', 'Pure Veg', 'Indoor Seating', 'Digital Payments Accepted']",3.7,Good,56
2595,The Chocolate Room,['Café'],https://www.zomato.com/ahmedabad/the-chocolate-room-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 6, Camps Corner 2, Opposite Prahlad Nagar Garden, Prahlad Nagar, Ahmedabad",Ahmedabad,"Camps Corner 2, Prahlad Nagar",0,"Camps Corner 2, Prahlad Nagar, Ahmedabad","Cafe, Desserts","10am – 11pm (Mon-Sat),11am – 11:30pm (Sun)",600,2,"['Cash', 'Takeaway Available', 'Debit Card', 'Delivery', 'Credit Card', 'Free Parking', 'Digital Payments Accepted', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes']",3.8,Good,506
2596,Gamysticafe,['Café'],https://www.zomato.com/ahmedabad/gamysticafe-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"First Floor 5, Aeon Complex, Opposite Navkar institute, Vijay Cross Roads, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,380009,"Navrangpura, Ahmedabad","Cafe, Italian, North Indian, Fast Food",11:30am – 11:30pm (Mon-Sun),700,2,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Gaming Area', 'Indoor Seating', 'Digital Payments Accepted', 'Serves Jain Food', 'Live Sports Screening', 'Free Wifi', 'Air Conditioned', 'Pure Veg']",4.3,Very Good,520
2597,Instaa Fresh,['Café'],https://www.zomato.com/ahmedabad/instaa-fresh-thaltej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Harmony Icon, 100 Feet Hebatpur Road, Thaltej, Ahmedabad",Ahmedabad,Thaltej,380059,"Thaltej, Ahmedabad","Cafe, Healthy Food, Italian",8am – 2am (Mon-Sun),900,3,"['Takeaway Available', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Lunch', 'Delivery', 'Indoor Seating', 'Pure Veg', 'Air Conditioned']",4.2,Very Good,254
2598,The Cafe Baraco,['Café'],https://www.zomato.com/ahmedabad/the-cafe-baraco-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"34, Shribhuvan Complex, Near Memnagar Fire Station, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,380009,"Navrangpura, Ahmedabad","Cafe, Italian",Mon-Sun (11 AM to 11:59 PM),1000,3,"['Dinner', 'Cash', 'Breakfast', 'Lunch', 'Pure Veg', 'All Day Breakfast', 'Free Parking', 'Indoor Seating', 'Digital Payments Accepted', 'Wheelchair Accessible', 'Serves Jain Food', 'Live Music', 'Free Wifi', 'Air Conditioned', 'Smoking Area', 'Wifi']",4.2,Very Good,1706
2599,Cafe De Italiano,['Café'],https://www.zomato.com/ahmedabad/cafe-de-italiano-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Stellar, Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,380054,"Bodakdev, Ahmedabad",Cafe,11am – 12midnight (Mon-Sun),950,3,"['Lunch', 'Cash', 'Delivery', 'Debit Card', 'Dinner', 'Takeaway Available', 'Credit Card', 'Live Sports Screening', 'Table booking recommended', 'Pure Veg', 'Indoor Seating', 'Air Conditioned', 'Wifi']",4.3,Very Good,866
2600,Tea Culture,['Café'],https://www.zomato.com/ahmedabad/tea-culture-mani-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"B/34, GF, Radhe Mall, Behind SBI Bank, Opposite Airtel Store, Near Khokhra Circle, Khokhra, Mani Nagar, Ahmedabad",Ahmedabad,Mani Nagar,380008,"Mani Nagar, Ahmedabad",Cafe,8 AM to 9:30 PM,400,2,"['Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Lunch', 'Delivery', 'Breakfast', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']",3.7,Good,28
